anio,conglome,viession,hoession,ubigeo,departamento,provincia,dominio,mieperho,factor07,factor_pob,gashog2d,gasto_pc,linea,linpe,pobre,pobre_extremo,categoria_pobreza,inghog1d
2023,455,15,2,150132,15,1501,Costa urbana,7,287.618765520825,2013.3313586457748,73094.3278106837,870.1705691748059,461.2093180146795,205.92349394998044,0,0,No pobre,19592.442255817718
2023,83,13,1,150132,15,1501,Sierra urbana,3,1387.3285004425807,4161.985501327742,79880.12027852121,2218.8922299589226,440.98590605371567,249.68579160764892,0,0,No pobre,37224.19992686527
2023,470,19,4,200101,20,2001,Sierra rural,4,1169.4340142210694,4677.736056884278,23725.074188574905,494.27237892864383,445.87027062096263,212.76565164093373,0,0,No pobre,31399.73732853628
2021,319,16,1,040101,04,0401,Sierra rural,3,1739.8280615398344,5219.484184619503,41815.75321538994,1161.5487004274983,394.7268424165212,216.03974438034356,0,0,No pobre,49558.5862231061
2024,185,18,3,010101,01,0101,Selva rural,6,1257.4492118079575,7544.695270847745,12006.830019345136,166.76152804646023,427.01676797705994,226.407955057658,1,1,Pobre extremo,19431.131339956806
2024,439,7,4,210101,21,2101,Callao,4,1190.497741471332,4761.990965885328,16661.708798457803,347.1189333012042,410.09976476836664,246.00690920953213,1,0,Pobre no extremo,32126.727372583344
2025,316,13,2,010101,01,0101,Selva rural,5,937.4282743319931,4687.141371659965,27244.561090827272,454.0760181804545,423.1970634499916,232.85606750717665,0,0,No pobre,42246.18781392012
2025,99,4,2,150101,15,1501,Lima Metropolitana,1,979.2954327888535,979.2954327888535,5623.760374111166,468.6466978425972,446.22468735307564,266.1227151195639,0,0,No pobre,55591.8988300441
2025,62,9,1,210101,21,2101,Sierra rural,4,1913.3243312603206,7653.297325041282,17054.23886833303,355.2966430902714,394.91510936017556,230.39275335177643,1,0,Pobre no extremo,45226.44505409612
2023,286,10,3,010201,01,0102,Callao,4,363.0474178604547,1452.1896714418187,54921.25073924452,1144.1927237342609,381.7375963661257,213.93916441382302,0,0,No pobre,7057.966305808136
2024,477,9,4,050101,05,0501,Selva urbana,3,947.8157553061556,2843.4472659184667,17306.411919309976,480.7336644252771,419.69244032327293,237.52999875863057,0,0,No pobre,10301.465027959035
2023,22,7,3,010201,01,0102,Selva rural,3,1346.0717444610013,4038.215233383004,13868.511030924028,385.23641752566743,412.21843144880575,231.5622730566407,1,0,Pobre no extremo,67777.64974927704
2021,459,15,3,050101,05,0501,Costa rural,4,922.7202266217593,3690.880906487037,19034.214806585234,396.54614180385903,422.04320597017073,255.0996836974521,1,0,Pobre no extremo,28161.796141009047
2025,212,8,1,010201,01,0102,Callao,5,638.1096913774397,3190.548456887199,52745.657450847255,879.0942908474542,473.12209203689804,265.45848613776377,0,0,No pobre,23284.264565582576
2023,126,19,1,010101,01,0101,Costa urbana,1,645.9790044494242,645.9790044494242,37230.23350655368,3102.5194588794734,450.70841012148435,258.5406659625555,0,0,No pobre,28245.560360327734
2023,413,11,4,040101,04,0401,Callao,4,543.9464878896599,2175.7859515586397,21965.792438820346,457.6206758087572,412.745877459916,227.23278074481595,0,0,No pobre,28207.738357525737
2021,499,5,2,200101,20,2001,Costa rural,2,753.4160811078704,1506.8321622157407,27333.455677250233,1138.893986552093,397.92788222367034,215.12812856039517,0,0,No pobre,6201.234569190467
2022,425,2,4,130101,13,1301,Selva rural,2,1756.1820736087773,3512.3641472175545,58181.68323505522,2424.236801460634,441.84782942569365,264.01422559097495,0,0,No pobre,204699.3651054611
2024,42,10,3,050101,05,0501,Sierra rural,4,1059.9266456136909,4239.7065824547635,87260.21743266241,1817.9211965138002,445.75762515095033,227.01577560060176,0,0,No pobre,32445.378844125615
2022,98,16,1,130101,13,1301,Sierra urbana,3,556.453583347855,1669.360750043565,17548.115828609105,487.44766190580845,428.3622683877835,253.91446364140972,0,0,No pobre,36847.56790855302
2025,449,13,3,150101,15,1501,Callao,3,830.6007623504115,2491.8022870512345,24979.18020932281,693.8661169256336,401.276077462216,269.26691388490235,0,0,No pobre,39291.61195386575
2023,31,8,1,150101,15,1501,Selva urbana,3,301.07778294927925,903.2333488478378,82483.52738962506,2291.2090941562515,382.85552608365305,240.42098770606933,0,0,No pobre,95057.09056313054
2021,158,9,2,130101,13,1301,Selva rural,4,1817.6679055036022,7270.671622014409,43070.199837557084,897.295829949106,406.56606974672724,233.591632785822,0,0,No pobre,71943.70319427682
2021,112,11,3,150101,15,1501,Costa rural,4,875.5758809737208,3502.3035238948833,7611.199269907203,158.56665145640008,425.7170499290184,248.99095477368508,1,1,Pobre extremo,33696.556051853
2024,402,11,1,210101,21,2101,Callao,7,1962.743288726844,13739.203021087907,12041.843950906006,143.35528512983342,458.7934286442492,213.57516865534487,1,1,Pobre extremo,15174.452314967199
2022,247,16,4,130101,13,1301,Sierra urbana,3,760.3236691987865,2280.9710075963594,12383.337953020755,343.9816098061321,465.3753828845172,234.17678171590552,1,0,Pobre no extremo,125078.66683914083
2024,122,10,4,150101,15,1501,Selva rural,5,1689.07648973153,8445.38244865765,18506.62588225671,308.4437647042785,421.2934559666964,221.8631529977228,1,0,Pobre no extremo,38408.54636599448
2023,273,12,4,050101,05,0501,Sierra rural,3,587.1320952537611,1761.3962857612833,37528.31513027738,1042.4531980632605,459.6124054683528,211.4959509472976,0,0,No pobre,65836.1020480316
2024,294,6,3,040101,04,0401,Lima Metropolitana,4,244.69049741744422,978.7619896697769,146781.67154299002,3057.951490478959,479.3352823551153,242.7095584321667,0,0,No pobre,12276.130252127412
2021,398,12,1,150101,15,1501,Sierra rural,4,160.29338718022132,641.1735487208853,24967.35336121618,520.1531950253371,451.66103748522295,240.29942598207026,0,0,No pobre,69500.44552667742
2021,471,10,1,130101,13,1301,Sierra rural,3,1251.7200106250887,3755.160031875266,48706.37652183518,1352.9549033843105,452.8599031601407,253.28425198197777,0,0,No pobre,8732.968387576891
2025,473,18,1,050101,05,0501,Sierra rural,4,691.9899761798199,2767.9599047192796,74640.01608985887,1555.000335205393,470.9536501549831,261.10790869689527,0,0,No pobre,24408.22726039273
2025,207,18,3,130101,13,1301,Selva rural,3,942.6877729040739,2828.0633187122216,102553.07174386033,2848.6964373294536,413.81441284169097,215.42631902146223,0,0,No pobre,41477.41852581861
2023,110,4,1,150132,15,1501,Lima Metropolitana,1,1655.4293676415111,1655.4293676415111,74707.92939805046,6225.660783170872,381.1205393057471,254.579185643766,0,0,No pobre,206345.22750046567
2022,440,9,2,010101,01,0101,Selva urbana,3,571.4053628201241,1714.2160884603722,13735.633811214399,381.5453836448444,478.6977271675699,225.71696125270503,1,0,Pobre no extremo,70148.05302311303
2024,278,7,3,010101,01,0101,Selva urbana,5,686.4397057963351,3432.1985289816757,7290.87249903712,121.51454165061867,429.0468077671024,244.01639212553974,1,1,Pobre extremo,152880.17315420345
2023,451,18,2,010101,01,0101,Costa rural,5,1706.1387516114678,8530.69375805734,15279.074096310871,254.6512349385145,458.5677593162327,259.51680193170677,1,1,Pobre extremo,57527.10679725721
2025,56,8,2,010201,01,0102,Selva rural,3,1036.2483193526577,3108.7449580579732,31308.224778909786,869.6729105252718,461.24911376092956,217.93295807000732,0,0,No pobre,11968.6133739018
2024,375,11,4,210101,21,2101,Callao,3,1672.5638173997265,5017.691452199179,13784.119347649306,382.8922041013696,419.7516677080029,242.0672898776086,1,0,Pobre no extremo,12036.87440252135
2025,403,7,3,130101,13,1301,Callao,1,811.5044065860011,811.5044065860011,6231.677041370364,519.3064201141971,434.12730467223184,233.62232140401267,0,0,No pobre,77760.38804671387
2024,57,9,1,210101,21,2101,Lima Metropolitana,3,856.9029635715061,2570.7088907145185,9010.732985828407,250.2981384952335,433.99155260626776,255.34041054155034,1,1,Pobre extremo,13336.345957481924
2022,428,8,2,130101,13,1301,Callao,5,417.56288737868687,2087.8144368934345,402689.9390014331,6711.498983357218,402.02160093442507,248.80689092587735,0,0,No pobre,7755.167858070638
2023,482,3,3,150132,15,1501,Lima Metropolitana,4,1841.057121830436,7364.228487321744,22084.54465839409,460.09468038321023,391.76389338942937,253.8742285132269,0,0,No pobre,13684.382381662215
2024,291,17,1,150101,15,1501,Sierra rural,3,1803.889018623958,5411.667055871874,135960.50747877883,3776.680763299412,434.3572304942625,220.15601907222458,0,0,No pobre,47485.74540174327
2021,114,2,4,010201,01,0102,Callao,3,1970.0123276730696,5910.0369830192085,21779.85618631423,604.9960051753953,392.0143226851462,249.3049405862367,0,0,No pobre,16419.708726086516
2021,381,15,3,040101,04,0401,Selva urbana,5,864.6495416224519,4323.24770811226,54905.04974053165,915.0841623421942,414.6088723859513,242.40641119817332,0,0,No pobre,127408.96066999575
2024,385,14,3,130101,13,1301,Selva rural,3,1655.36838934142,4966.10516802426,23650.302770573577,656.9528547381549,398.60833316409384,231.96763192320296,0,0,No pobre,55659.92482590391
2024,308,18,3,050101,05,0501,Sierra urbana,3,888.4120901770253,2665.236270531076,27080.833378211097,752.2453716169749,450.6916108282778,226.48405832577052,0,0,No pobre,43878.13473275183
2024,341,16,1,150101,15,1501,Selva urbana,4,963.1676989498483,3852.670795799393,54206.70477226854,1129.3063494222613,467.20088534999877,223.21200215568015,0,0,No pobre,53520.22667060017
2021,477,4,2,200101,20,2001,Callao,4,1676.9988478301666,6707.995391320666,18728.528909976158,390.1776856245033,437.791460985218,200.6772052911981,1,0,Pobre no extremo,66420.6913753087
2021,198,6,2,200101,20,2001,Selva urbana,4,436.9968646841595,1747.987458736638,9184.423887797187,191.34216432910807,421.01558071715976,211.86909859147514,1,1,Pobre extremo,67391.13536420233
2024,421,6,3,040101,04,0401,Lima Metropolitana,6,518.5907754773294,3111.544652863977,13034.019581792596,181.02804974711938,479.66426408213107,204.12847485563844,1,1,Pobre extremo,16042.44268571553
2025,321,11,3,050101,05,0501,Costa rural,3,697.9836567520485,2093.9509702561454,12970.857476616768,360.30159657268797,382.12091352465393,259.3850279840768,1,0,Pobre no extremo,128111.15272743556
2025,179,17,1,010101,01,0101,Selva urbana,5,1597.5401617501093,7987.7008087505465,29009.994834033278,483.49991390055465,410.43410842039225,260.20622092905575,0,0,No pobre,68056.12611990108
2022,385,3,4,010201,01,0102,Sierra urbana,2,808.0379437993572,1616.0758875987144,4883.388878273539,203.4745365947308,407.86731526470004,259.23353356824873,1,1,Pobre extremo,24466.088106737712
2023,219,13,3,210101,21,2101,Sierra rural,4,780.519595733447,3122.078382933788,35407.913621602725,737.6648671167235,415.62035980579196,257.2543835047648,0,0,No pobre,78641.86433384957
2025,277,3,3,250101,25,2501,Costa urbana,6,1997.7510559849593,11986.506335909755,84092.14469900263,1167.9464541528143,403.0595741158503,215.49313174695837,0,0,No pobre,9580.878434853272
2021,437,16,4,250101,25,2501,Costa rural,4,829.231671889011,3316.926687556044,17030.468295882136,354.8014228308778,406.4262835431456,234.42503221574717,1,0,Pobre no extremo,85400.75355703334
2025,16,15,3,010201,01,0102,Sierra urbana,5,570.7640189996152,2853.8200949980765,14925.57044800972,248.75950746682867,405.7677109917327,263.5490640377878,1,1,Pobre extremo,48437.44840589727
2022,492,11,2,150101,15,1501,Costa rural,5,1284.1059885817922,6420.529942908961,158038.28763935878,2633.9714606559796,430.5744050752431,253.1847255832945,0,0,No pobre,4253.0789167736275
2022,379,18,3,150132,15,1501,Callao,2,1623.5719087145017,3247.1438174290033,101192.6191409535,4216.359130873062,419.1055277034431,200.12742001680527,0,0,No pobre,267768.79793468275
2023,61,15,2,150101,15,1501,Selva rural,5,232.2548840740026,1161.274420370013,39530.12633561279,658.8354389268799,443.9280101984908,232.15986034826554,0,0,No pobre,9827.173807886627
2025,54,5,1,200101,20,2001,Callao,6,1275.8952391631026,7655.371434978615,13728.504461274919,190.67367307326276,431.44011598676855,200.74691394817583,1,1,Pobre extremo,64474.03085111895
2021,168,16,1,210101,21,2101,Sierra rural,4,167.89736617242704,671.5894646897082,45500.403322107,947.9250692105625,398.3421852369731,219.64627328864725,0,0,No pobre,149393.1708605697
2021,26,16,2,200101,20,2001,Selva urbana,2,1100.031466861084,2200.062933722168,10854.528268382572,452.2720111826072,461.0044978934508,230.50337088588196,1,0,Pobre no extremo,2659.140186251876
2024,336,17,2,130101,13,1301,Callao,2,588.2839711398375,1176.567942279675,8179.125787547078,340.7969078144616,427.2195198340557,262.50295048551953,1,0,Pobre no extremo,45826.60477119124
2021,476,9,4,200101,20,2001,Selva rural,3,682.6192255790529,2047.8576767371587,40415.18131383065,1122.6439253841847,395.3231517905983,245.80689989031285,0,0,No pobre,88100.33408930583
2023,65,3,2,250101,25,2501,Selva urbana,2,987.482331566527,1974.964663133054,17492.96400120855,728.8735000503563,396.68798429286625,225.37391958429353,0,0,No pobre,110868.58047012628
2023,100,13,2,250101,25,2501,Callao,4,1861.5041754166155,7446.016701666462,4354.91739524681,90.72744573430855,459.6968410478956,234.34584317170447,1,1,Pobre extremo,122616.79121075211
2021,74,3,3,210101,21,2101,Lima Metropolitana,2,1450.2678825169653,2900.5357650339306,45619.34070675499,1900.805862781458,450.29931842231,257.21726420178817,0,0,No pobre,91668.05323547944
2021,192,7,4,200101,20,2001,Sierra urbana,3,1880.006632940543,5640.019898821629,100123.14155690008,2781.198376580558,430.6527952539761,220.97589193795991,0,0,No pobre,25952.4274361625
2024,171,6,2,010201,01,0102,Sierra rural,3,1353.9449086614875,4061.8347259844622,48711.31527454884,1353.09209095969,410.60815097523323,243.05243428280664,0,0,No pobre,57486.724320037174
2021,273,9,2,010201,01,0102,Costa urbana,4,113.50471946693335,454.0188778677334,17172.681062549163,357.7641888031076,426.0522036797076,218.35728187214954,1,0,Pobre no extremo,271423.1237681622
2024,377,12,2,040101,04,0401,Costa urbana,4,604.6118749605874,2418.4474998423498,3919.3129623187706,81.65235338164105,443.64835371380434,233.59744060565637,1,1,Pobre extremo,128489.30480145206
2024,187,15,3,150132,15,1501,Selva urbana,5,1820.9678976687103,9104.839488343552,30690.763405592803,511.5127234265467,467.9282317429514,201.72609524934444,0,0,No pobre,18641.23815641043
2021,23,3,3,210101,21,2101,Selva rural,1,1322.5464898387152,1322.5464898387152,14895.1910743652,1241.2659228637667,435.58678676787287,259.6592723644184,0,0,No pobre,105383.53033097916
2022,391,10,3,200101,20,2001,Lima Metropolitana,2,1965.1297494835223,3930.2594989670447,11954.613739660792,498.10890581919966,407.67352947737504,203.3844182058526,0,0,No pobre,140968.32540146523
2022,428,1,1,210101,21,2101,Sierra rural,2,396.33163651476167,792.6632730295233,4665.340719805874,194.38919665857807,384.27399146934783,215.70523498869022,1,1,Pobre extremo,15067.400724942296
2024,181,19,3,150101,15,1501,Sierra rural,3,663.8208829023869,1991.4626487071605,145699.5668159819,4047.210189332831,397.54550559167404,223.34583152711673,0,0,No pobre,35559.07014070811
2021,327,19,2,010101,01,0101,Sierra urbana,1,788.498553082369,788.498553082369,10021.864864324236,835.155405360353,445.0177620662463,243.76127817370272,0,0,No pobre,27283.741939771324
2022,108,13,3,050101,05,0501,Selva rural,5,720.4598545178901,3602.2992725894505,5221.639170281176,87.02731950468628,396.04369668241577,250.4023425902539,1,1,Pobre extremo,91536.29026494267
2021,335,12,3,150101,15,1501,Costa urbana,3,578.7839072847731,1736.3517218543193,123645.95810326857,3434.6099473130157,428.15395531434507,205.63157295998104,0,0,No pobre,24107.516749225364
2021,162,1,4,150101,15,1501,Sierra urbana,6,942.5848599378779,5655.509159627268,27665.906106035978,384.24869591716634,449.89550154763856,203.04258401193533,1,0,Pobre no extremo,19357.261236324153
2021,302,19,2,200101,20,2001,Callao,4,1320.3664344018052,5281.465737607221,24061.341081977378,501.27793920786206,410.82249014031106,255.9292920640544,0,0,No pobre,108180.76783671638
2025,493,16,3,010101,01,0101,Costa rural,3,691.3881534847225,2074.1644604541675,35541.56722863466,987.2657563509628,446.9105889807286,249.85165737328884,0,0,No pobre,10881.694980869075
2021,452,15,1,010201,01,0102,Sierra rural,5,251.4298542970858,1257.149271485429,39819.802547379564,663.6633757896594,438.10720616478187,258.20852479782593,0,0,No pobre,43718.60739109981
2025,206,16,4,010201,01,0102,Costa urbana,5,1446.2118010970105,7231.059005485053,32594.707928771706,543.2451321461951,423.89391069283954,247.35767856284613,0,0,No pobre,17518.10396061811
2024,78,11,3,150101,15,1501,Sierra urbana,4,972.1314559844104,3888.5258239376417,6932.108695304911,144.41893115218565,469.7245478884261,252.5708589249657,1,1,Pobre extremo,108106.20358806172
2022,16,6,4,150132,15,1501,Selva urbana,6,1157.31638157112,6943.89828942672,6465.010935997377,89.79181855551911,449.2058890427444,226.53268681330013,1,1,Pobre extremo,19703.36346938207
2022,327,11,4,010201,01,0102,Costa rural,3,965.2612486114386,2895.783745834316,13959.611744444941,387.7669929012484,416.05970331525754,241.31290242764788,1,0,Pobre no extremo,37673.40951805928
2022,96,3,1,130101,13,1301,Sierra urbana,5,1791.6792565643295,8958.396282821648,16998.954176856638,283.31590294761065,460.4264533525542,256.37746400091,1,0,Pobre no extremo,3323.968834287909
2022,147,15,1,150101,15,1501,Selva urbana,3,1161.615494616122,3484.846483848366,19457.21021204353,540.4780614456536,453.8102214169672,212.0482274084562,0,0,No pobre,36381.13737979814
2022,2,1,1,050101,05,0501,Costa urbana,5,1854.2259957183244,9271.129978591622,33047.69415625487,550.7949026042478,459.16839655081645,229.5976072578334,0,0,No pobre,30435.01732841251
2022,10,7,2,010101,01,0101,Costa urbana,3,1070.0931489564005,3210.2794468692014,20918.497378218173,581.0693716171714,444.09559830409944,251.8342837935903,0,0,No pobre,39010.08248632688
2022,434,1,4,040101,04,0401,Costa rural,3,655.9175082565355,1967.7525247696065,14579.526870538966,404.9868575149713,417.93706158394986,237.284560023563,1,0,Pobre no extremo,133511.64110867307
2024,125,17,3,250101,25,2501,Selva urbana,4,775.3409156347735,3101.363662539094,38378.04300233826,799.5425625487137,414.8578515604269,247.716021704832,0,0,No pobre,66049.21525850806
2021,81,9,1,210101,21,2101,Sierra rural,3,1092.0456578110925,3276.1369734332775,51146.247892146326,1420.7291081151757,445.41513607592645,220.50084371130697,0,0,No pobre,53940.83449848222
2023,485,13,1,150101,15,1501,Lima Metropolitana,3,1106.9799318295163,3320.939795488549,12992.033508674278,360.8898196853966,393.0900007966901,202.26397159223794,1,0,Pobre no extremo,17348.894096778266
2025,140,11,4,010201,01,0102,Lima Metropolitana,3,1405.9416329430028,4217.824898829009,7854.587210375533,218.18297806598702,461.99143504985756,202.04020458280633,1,0,Pobre no extremo,307751.86366665736
2023,326,6,4,210101,21,2101,Costa urbana,4,526.5402571545985,2106.161028618394,31639.831787131363,659.1631622319034,417.0335383998073,265.99468235712436,0,0,No pobre,5777.240999808794
2023,150,1,4,050101,05,0501,Selva rural,6,1351.8015099344532,8110.8090596067195,18424.059841367263,255.88972001898978,443.0371989365549,266.1178030796529,1,1,Pobre extremo,10977.50202279307
2021,288,7,3,200101,20,2001,Sierra rural,4,1579.3172159234293,6317.268863693717,57095.24104327626,1189.4841884015889,429.9063914933418,214.78976379682337,0,0,No pobre,16906.868748891164
2021,361,12,2,250101,25,2501,Sierra rural,5,1385.5247799872811,6927.623899936406,11084.553220246566,184.7425536707761,431.93264920246537,210.32259605796608,1,1,Pobre extremo,43920.41294572907
2021,340,19,2,150132,15,1501,Lima Metropolitana,4,1015.4734086534226,4061.89363461369,9088.706380830867,189.34804960064307,453.8006146201347,201.26978837251147,1,1,Pobre extremo,37929.6684554097
2022,129,17,1,040101,04,0401,Sierra urbana,2,1984.1932371219846,3968.386474243969,15214.428753846563,633.9345314102735,442.6670053671418,216.1879799420681,0,0,No pobre,17078.082527978677
2024,438,4,2,200101,20,2001,Callao,2,869.1450023455109,1738.2900046910217,42950.55424913768,1789.6064270474033,405.03089883457136,223.40460088082014,0,0,No pobre,43311.06566298692
2022,239,3,3,050101,05,0501,Sierra urbana,4,302.5221677016755,1210.088670806702,19604.96236267779,408.43671588912065,387.4225931423738,216.88698435465167,0,0,No pobre,115634.21334427636
2024,58,1,2,010201,01,0102,Costa urbana,3,1660.8580092739517,4982.5740278218545,24841.286199774542,690.0357277715151,464.0234067365291,255.8168898214341,0,0,No pobre,38393.6723732641
2024,198,18,3,130101,13,1301,Sierra rural,3,503.1823158727946,1509.546947618384,17228.27537136999,478.5632047602775,468.48940747518577,252.46013494928047,0,0,No pobre,10309.435796968484
2023,211,15,1,010101,01,0101,Sierra urbana,4,1455.24258851464,5820.97035405856,67100.73257302723,1397.931928604734,396.44965329173186,205.67099012801117,0,0,No pobre,32731.079652959826
2023,402,8,4,200101,20,2001,Selva urbana,4,440.05493715873916,1760.2197486349567,41553.92210663016,865.706710554795,410.9477066919533,248.81251256714648,0,0,No pobre,16031.549776523294
2024,390,1,3,200101,20,2001,Selva urbana,3,132.0670426300848,396.20112789025444,6833.944918908933,189.8318033030259,408.2342381931732,236.44095839215416,1,1,Pobre extremo,8973.88035621177
2024,45,14,4,040101,04,0401,Callao,5,403.61734719914875,2018.0867359957438,60540.13902328143,1009.0023170546905,473.7448560740155,209.25162744624018,0,0,No pobre,37748.37918323124
2022,97,4,1,010101,01,0101,Selva urbana,5,816.2785234940616,4081.392617470308,45768.992556122874,762.8165426020479,400.47773819306883,251.76748013450876,0,0,No pobre,14696.736621734432
2022,279,5,3,050101,05,0501,Callao,5,302.57466954661675,1512.8733477330838,71417.5788055849,1190.2929800930817,396.6539232099832,206.02318956219418,0,0,No pobre,26087.068403079644
2023,23,13,3,210101,21,2101,Selva urbana,7,475.5902600477959,3329.1318203345713,16716.5228090035,199.00622391670836,398.1838549748199,212.4005466060959,1,1,Pobre extremo,55396.677000300464
2021,410,15,2,210101,21,2101,Callao,3,1552.7899276003466,4658.36978280104,11555.244728550433,320.97902023751203,452.9869176093767,210.44585370872142,1,0,Pobre no extremo,50047.854717186514
2024,461,6,3,010101,01,0101,Callao,4,1562.7788551565484,6251.115420626194,24973.970370903335,520.2910493938194,468.8019844246475,265.7323382916539,0,0,No pobre,121174.33578462362
2022,391,1,1,150132,15,1501,Callao,6,1653.2276316628556,9919.365789977133,31155.33961949577,432.7130502707746,419.3367410633268,248.8709202243254,0,0,No pobre,6498.368199617838
2023,335,19,4,150101,15,1501,Sierra rural,4,1698.1949494404257,6792.779797761703,78183.55359794907,1628.8240332906055,393.6079904366357,228.7900150415332,0,0,No pobre,29600.62325401761
2022,44,13,3,150132,15,1501,Selva urbana,5,898.8281997661353,4494.140998830677,47708.84153822056,795.1473589703426,438.572199740834,257.55429055941613,0,0,No pobre,99899.24856697144
2024,27,6,1,150132,15,1501,Sierra rural,3,1748.344355317704,5245.033065953112,30766.40306597426,854.6223073881739,400.9934958328976,215.1171586665585,0,0,No pobre,6771.735407921287
2024,282,15,1,200101,20,2001,Lima Metropolitana,4,1099.2800625266818,4397.120250106727,23986.037780953502,499.7091204365313,386.4151447365235,265.1765295331569,0,0,No pobre,30617.4112547697
2025,97,16,3,200101,20,2001,Costa urbana,2,994.1345221784155,1988.269044356831,27275.149821122173,1136.4645758800905,468.6231378382476,248.78981246153717,0,0,No pobre,44386.81903410939
2021,463,16,2,250101,25,2501,Callao,7,1465.2190250919741,10256.533175643819,18865.946761305036,224.59460430125043,467.0841276333676,239.17064487056925,1,1,Pobre extremo,12128.967503960868
2025,36,10,3,010201,01,0102,Costa urbana,5,506.2549815838237,2531.2749079191185,49565.159845589624,826.0859974264937,477.5910160259274,255.62539140923298,0,0,No pobre,18471.651479635664
2023,109,9,3,050101,05,0501,Selva urbana,6,1600.0450159721968,9600.27009583318,7281.0613275428395,101.12585177142833,427.4004754906133,245.13466869976108,1,1,Pobre extremo,11055.969820817305
2022,55,9,2,050101,05,0501,Selva urbana,4,915.9850704757862,3663.9402819031448,27114.533601215986,564.8861166919997,409.4001198210422,262.09764925073375,0,0,No pobre,48000.582197026175
2023,192,17,1,250101,25,2501,Selva urbana,2,341.86128660714485,683.7225732142897,68852.78862342602,2868.866192642751,456.97837455704024,258.04068620520957,0,0,No pobre,2982.028485303909
2024,219,17,3,200101,20,2001,Callao,1,326.6926356822384,326.6926356822384,9680.488833517375,806.7074027931145,398.04949320839125,213.8481353528545,0,0,No pobre,16892.56982487913
2025,185,17,2,040101,04,0401,Costa urbana,6,413.32281330873025,2479.9368798523815,154848.17652437463,2150.669118394092,404.3292076816281,216.77646603810578,0,0,No pobre,17680.638250493404
2025,69,12,4,040101,04,0401,Sierra urbana,3,1792.0881950631865,5376.2645851895595,10203.031809800643,283.4175502722401,405.5682626207381,204.55681896429505,1,0,Pobre no extremo,90004.07270565053
2025,317,13,4,010201,01,0102,Costa urbana,3,1982.7818622921902,5948.34558687657,17081.939353624457,474.49831537845716,475.161940991218,215.41392420209618,1,0,Pobre no extremo,7616.543724459407
2023,130,12,2,010101,01,0101,Selva urbana,4,778.2502184824386,3113.0008739297546,67733.81292138244,1411.121102528801,452.9822918831074,224.04422054566942,0,0,No pobre,132789.32567915
2024,55,14,1,200101,20,2001,Sierra urbana,3,655.0733191900654,1965.2199575701961,99392.29815648007,2760.8971710133355,393.36947925821534,202.01791486207452,0,0,No pobre,76663.35535137454
2022,378,10,2,210101,21,2101,Callao,4,515.6648479292409,2062.6593917169635,37113.33551032211,773.1944897983773,389.28458781239067,222.04737823474298,0,0,No pobre,103267.30056712854
2022,97,19,1,210101,21,2101,Sierra urbana,4,1665.2513066177664,6661.005226471066,36243.737727313935,755.0778693190404,464.28148535845116,254.00820891391103,0,0,No pobre,23697.890587634418
2023,336,2,4,200101,20,2001,Costa rural,4,497.4942165958646,1989.9768663834584,134468.28399697164,2801.4225832702427,460.22743230447617,258.8229318609531,0,0,No pobre,23863.487881226556
2025,87,4,3,130101,13,1301,Lima Metropolitana,6,1855.7712468675124,11134.627481205074,7853.418383553751,109.07525532713542,447.0994578008355,200.62113029911964,1,1,Pobre extremo,16532.301113023772
2021,294,19,2,010101,01,0101,Sierra rural,2,1367.9657200454371,2735.9314400908743,5696.737701491567,237.36407089548197,399.6100652396616,200.50029267884628,1,0,Pobre no extremo,64907.53034733056
2023,119,7,4,210101,21,2101,Lima Metropolitana,3,1804.54280417147,5413.62841251441,4760.365183672536,132.232366213126,428.02835388892714,210.24149757757007,1,1,Pobre extremo,25549.19097146021
2023,208,15,3,150101,15,1501,Selva urbana,3,1152.618723348878,3457.8561700466335,12504.784597368185,347.3551277046718,440.2725945457274,261.0803942513653,1,0,Pobre no extremo,16194.390926857517
2024,334,15,4,150132,15,1501,Sierra rural,7,1412.291738146744,9886.042167027208,14122.40802417919,168.12390504975227,473.21375268403517,232.84946357926475,1,1,Pobre extremo,25485.696091821614
2022,413,6,2,200101,20,2001,Costa rural,3,1276.9703912496445,3830.911173748934,37892.722815483736,1052.575633763437,396.94237401974107,268.8031453317587,0,0,No pobre,52634.88059642938
2023,154,3,2,130101,13,1301,Sierra rural,3,1679.271367015214,5037.814101045642,66634.40331678712,1850.9556476885311,431.5446807146114,262.1132026036761,0,0,No pobre,10265.572088393463
2023,35,6,3,150101,15,1501,Selva urbana,4,1688.135541253174,6752.542165012696,60946.35896155923,1269.7158116991507,395.7751638878312,262.3089679431128,0,0,No pobre,14027.338328575328
2025,79,16,2,150132,15,1501,Costa rural,3,1220.6066997057378,3661.8200991172134,59363.834706675254,1648.9954085187571,424.38493405741525,208.9933502350139,0,0,No pobre,140072.2839957563
2025,67,2,4,150132,15,1501,Sierra rural,7,1301.7645337265674,9112.351736085971,11358.85120870273,135.22441915122297,400.0134974630923,233.2660544448896,1,1,Pobre extremo,14664.46336155087
2021,343,7,3,010201,01,0102,Callao,6,1851.564248945877,11109.385493675261,38037.10471437833,528.2931210330323,463.6186208315211,269.55134181226134,0,0,No pobre,154429.68970075197
